word,category,cids
rut,Underground,1.2.1.5
subway,Underground,1.2.1.5
shaft,Underground,1.2.1.5
trench,Underground,1.2.1.5
trough,Underground,1.2.1.5
tunnel,Underground,1.2.1.5
well,Underground,1.2.1.5
burrow,Underground,1.2.1.5
den,Underground,1.2.1.5
foxhole,Underground,1.2.1.5
lair,Underground,1.2.1.5
aquifer,Underground,1.2.1.5
underground river,Underground,1.2.1.5
ecosystem,"Forest, grassland, desert",1.2.1.6
vegetation,"Forest, grassland, desert",1.2.1.6
forest,"Forest, grassland, desert",1.2.1.6
forested,"Forest, grassland, desert",1.2.1.6
rain forest,"Forest, grassland, desert",1.2.1.6
grove,"Forest, grassland, desert",1.2.1.6
wood,"Forest, grassland, desert",1.2.1.6
wooded,"Forest, grassland, desert",1.2.1.6
woodland,"Forest, grassland, desert",1.2.1.6
woods,"Forest, grassland, desert",1.2.1.6
thicket,"Forest, grassland, desert",1.2.1.6
jungle,"Forest, grassland, desert",1.2.1.6
taiga,"Forest, grassland, desert",1.2.1.6
orchard,"Forest, grassland, desert",1.2.1.6
forest canopy,"Forest, grassland, desert",1.2.1.6
forest floor,"Forest, grassland, desert",1.2.1.6
underbrush,"Forest, grassland, desert",1.2.1.6
undergrowth,"Forest, grassland, desert",1.2.1.6
edge (of the forest),"Forest, grassland, desert",1.2.1.6
deep in the forest,"Forest, grassland, desert",1.2.1.6
backwoods,"Forest, grassland, desert",1.2.1.6
timberland,"Forest, grassland, desert",1.2.1.6
meadow,"Forest, grassland, desert",1.2.1.6
clearing,"Forest, grassland, desert",1.2.1.6
grassland,"Forest, grassland, desert",1.2.1.6
prairie,"Forest, grassland, desert",1.2.1.6
savannah,"Forest, grassland, desert",1.2.1.6
bush,"Forest, grassland, desert",1.2.1.6
moor,"Forest, grassland, desert",1.2.1.6
moorland,"Forest, grassland, desert",1.2.1.6
brush,"Forest, grassland, desert",1.2.1.6
brake,"Forest, grassland, desert",1.2.1.6
heath,"Forest, grassland, desert",1.2.1.6
scrubby,"Forest, grassland, desert",1.2.1.6
scrubland,"Forest, grassland, desert",1.2.1.6
shrubby,"Forest, grassland, desert",1.2.1.6
steppe,"Forest, grassland, desert",1.2.1.6
tundra,"Forest, grassland, desert",1.2.1.6
veldt,"Forest, grassland, desert",1.2.1.6
lush,"Forest, grassland, desert",1.2.1.6
dense,"Forest, grassland, desert",1.2.1.6
thick,"Forest, grassland, desert",1.2.1.6
overgrown,"Forest, grassland, desert",1.2.1.6
desert,"Forest, grassland, desert",1.2.1.6
wasteland,"Forest, grassland, desert",1.2.1.6
oasis,"Forest, grassland, desert",1.2.1.6
wilderness,"Forest, grassland, desert",1.2.1.6
uninhabited,"Forest, grassland, desert",1.2.1.6
frontier,"Forest, grassland, desert",1.2.1.6
hinterland,"Forest, grassland, desert",1.2.1.6
outback,"Forest, grassland, desert",1.2.1.6
earthquake,Earthquake,1.2.1.7
quake,Earthquake,1.2.1.7
tremor,Earthquake,1.2.1.7
temblor,Earthquake,1.2.1.7
shock,Earthquake,1.2.1.7
seismic,Earthquake,1.2.1.7
upheaval,Earthquake,1.2.1.7
rock (house,Earthquake,1.2.1.7
ground),Earthquake,1.2.1.7
shake (house,Earthquake,1.2.1.7
ground),Earthquake,1.2.1.7
crack (ground),Earthquake,1.2.1.7
knock down (things),Earthquake,1.2.1.7
cause (buildings) to collapse,Earthquake,1.2.1.7
ground splits,Earthquake,1.2.1.7
earth shifts,Earthquake,1.2.1.7
earthquake fault,Earthquake,1.2.1.7
fault line,Earthquake,1.2.1.7
epicenter,Earthquake,1.2.1.7
fissure,Earthquake,1.2.1.7
tidal wave,Earthquake,1.2.1.7
tsunami,Earthquake,1.2.1.7
land (and sea),Land,1.2.1
dry land,Land,1.2.1
mainland,Land,1.2.1
continent,Land,1.2.1
inland,Land,1.2.1
interior,Land,1.2.1
(heaven and) earth,Land,1.2.1
earth (and sky),Land,1.2.1
(on the) ground,Land,1.2.1
ground,Land,1.2.1
geography,Land,1.2.1
topography,Land,1.2.1
feature,Land,1.2.1
landscape,Land,1.2.1
terrain,Land,1.2.1
altitude,Land,1.2.1
sea level,Land,1.2.1
surface,Land,1.2.1
crust,Land,1.2.1
lithosphere,Land,1.2.1
soil,"Soil, dirt",1.2.2.1
topsoil,"Soil, dirt",1.2.2.1
earth,"Soil, dirt",1.2.2.1
earthen,"Soil, dirt",1.2.2.1
ground,"Soil, dirt",1.2.2.1
loam,"Soil, dirt",1.2.2.1
clay,"Soil, dirt",1.2.2.1
dirt,"Soil, dirt",1.2.2.1
dirty,"Soil, dirt",1.2.2.1
sand,"Soil, dirt",1.2.2.1
sandy,"Soil, dirt",1.2.2.1
fertile,"Soil, dirt",1.2.2.1
infertile,"Soil, dirt",1.2.2.1
poor,"Soil, dirt",1.2.2.1
rich,"Soil, dirt",1.2.2.1
clod,"Soil, dirt",1.2.2.1
clump,"Soil, dirt",1.2.2.1
lump (of clay),"Soil, dirt",1.2.2.1
grain of sand,"Soil, dirt",1.2.2.1
mud,"Soil, dirt",1.2.2.1
muddy,"Soil, dirt",1.2.2.1
mud puddle,"Soil, dirt",1.2.2.1
mire,"Soil, dirt",1.2.2.1
miry,"Soil, dirt",1.2.2.1
muck,"Soil, dirt",1.2.2.1
goo,"Soil, dirt",1.2.2.1
ooze,"Soil, dirt",1.2.2.1
splatter,"Soil, dirt",1.2.2.1
splash,"Soil, dirt",1.2.2.1
stick,"Soil, dirt",1.2.2.1
squish,"Soil, dirt",1.2.2.1
dust,"Soil, dirt",1.2.2.1
dust cloud,"Soil, dirt",1.2.2.1
dust storm,"Soil, dirt",1.2.2.1
raise,"Soil, dirt",1.2.2.1
stir up,"Soil, dirt",1.2.2.1
settle,"Soil, dirt",1.2.2.1
hang in the air,"Soil, dirt",1.2.2.1
fly,"Soil, dirt",1.2.2.1
cling (to clothes),"Soil, dirt",1.2.2.1
topsoil,"Soil, dirt",1.2.2.1
sod,"Soil, dirt",1.2.2.1
erode,"Soil, dirt",1.2.2.1
erosion,"Soil, dirt",1.2.2.1
rock,Rock,1.2.2.2
stone,Rock,1.2.2.2
bedrock,Rock,1.2.2.2
crag,Rock,1.2.2.2
rocky outcropping,Rock,1.2.2.2
boulder,Rock,1.2.2.2
rock,Rock,1.2.2.2
stone,Rock,1.2.2.2
pebble,Rock,1.2.2.2
gravel,Rock,1.2.2.2
sand,Rock,1.2.2.2
grit,Rock,1.2.2.2
powder,Rock,1.2.2.2
granite,Rock,1.2.2.2
sedimentary,Rock,1.2.2.2
igneous,Rock,1.2.2.2
metamorphic,Rock,1.2.2.2
pumice,Rock,1.2.2.2
shale,Rock,1.2.2.2
quartz,Rock,1.2.2.2
flint,Rock,1.2.2.2
marble,Rock,1.2.2.2
slate,Rock,1.2.2.2
chalk,Rock,1.2.2.2
sandstone,Rock,1.2.2.2
hard,Rock,1.2.2.2
soft,Rock,1.2.2.2
sharp,Rock,1.2.2.2
smooth,Rock,1.2.2.2
rocky,Rock,1.2.2.2
stony,Rock,1.2.2.2
block,Rock,1.2.2.2
slab,Rock,1.2.2.2
metal,Metal,1.2.2.3
metallic,Metal,1.2.2.3
aluminum,Metal,1.2.2.3
barium,Metal,1.2.2.3
brass,Metal,1.2.2.3
bronze,Metal,1.2.2.3
chrome,Metal,1.2.2.3
chromium,Metal,1.2.2.3
copper,Metal,1.2.2.3
gold,Metal,1.2.2.3
iron,Metal,1.2.2.3
lead,Metal,1.2.2.3
lithium,Metal,1.2.2.3
magnesium,Metal,1.2.2.3
mercury,Metal,1.2.2.3
molybdenum,Metal,1.2.2.3
nickel,Metal,1.2.2.3
platinum,Metal,1.2.2.3
quicksilver,Metal,1.2.2.3
radium,Metal,1.2.2.3
silver,Metal,1.2.2.3
steel,Metal,1.2.2.3
tin,Metal,1.2.2.3
titanium,Metal,1.2.2.3
tungsten,Metal,1.2.2.3
uranium,Metal,1.2.2.3
zinc,Metal,1.2.2.3
shiny,Metal,1.2.2.3
luster,Metal,1.2.2.3
malleable,Metal,1.2.2.3
rust,Metal,1.2.2.3
rusty,Metal,1.2.2.3
tarnish,Metal,1.2.2.3
corrode,Metal,1.2.2.3
golden,Metal,1.2.2.3
silvery,Metal,1.2.2.3
polished,Metal,1.2.2.3
alloy,Metal,1.2.2.3
pure,Metal,1.2.2.3
karat,Metal,1.2.2.3
solid,Metal,1.2.2.3
plated,Metal,1.2.2.3
magnet,Metal,1.2.2.3
magnetic,Metal,1.2.2.3
magnetism,Metal,1.2.2.3
lodestone,Metal,1.2.2.3
mineral,Mineral,1.2.2.4
mineral resources,Mineral,1.2.2.4
element,Mineral,1.2.2.4
chemical,Mineral,1.2.2.4
atom,Mineral,1.2.2.4
crystal,Mineral,1.2.2.4
ore,Mineral,1.2.2.4
bauxite,Mineral,1.2.2.4
borax,Mineral,1.2.2.4
brimstone,Mineral,1.2.2.4
calcium,Mineral,1.2.2.4
carbon,Mineral,1.2.2.4
coal,Mineral,1.2.2.4
coke,Mineral,1.2.2.4
feldspar,Mineral,1.2.2.4
gypsum,Mineral,1.2.2.4
limestone,Mineral,1.2.2.4
magnetite,Mineral,1.2.2.4
mica,Mineral,1.2.2.4
nitrate,Mineral,1.2.2.4
peat,Mineral,1.2.2.4
phosphate,Mineral,1.2.2.4
phosphorus,Mineral,1.2.2.4
pitch,Mineral,1.2.2.4
pitchblende,Mineral,1.2.2.4
potash,Mineral,1.2.2.4
potassium,Mineral,1.2.2.4
pyrite,Mineral,1.2.2.4
salt,Mineral,1.2.2.4
saltpeter,Mineral,1.2.2.4
silica,Mineral,1.2.2.4
soda,Mineral,1.2.2.4
sulfur,Mineral,1.2.2.4
talc,Mineral,1.2.2.4
tar,Mineral,1.2.2.4
mineralogy,Mineral,1.2.2.4
mineralogist,Mineral,1.2.2.4
mineralize,Mineral,1.2.2.4
calcify,Mineral,1.2.2.4
petrify,Mineral,1.2.2.4
vitrify,Mineral,1.2.2.4
jewel,Jewel,1.2.2.5
precious stone,Jewel,1.2.2.5
birthstone,Jewel,1.2.2.5
crystal,Jewel,1.2.2.5
gem,Jewel,1.2.2.5
gemstone,Jewel,1.2.2.5
agate,Jewel,1.2.2.5
amethyst,Jewel,1.2.2.5
beryl,Jewel,1.2.2.5
carnelian,Jewel,1.2.2.5
chalcedony,Jewel,1.2.2.5
chrysolite,Jewel,1.2.2.5
chrysoprase,Jewel,1.2.2.5
diamond,Jewel,1.2.2.5
emerald,Jewel,1.2.2.5
garnet,Jewel,1.2.2.5
ivory,Jewel,1.2.2.5
jacinth,Jewel,1.2.2.5
jasper,Jewel,1.2.2.5
marble,Jewel,1.2.2.5
onyx,Jewel,1.2.2.5
pearl,Jewel,1.2.2.5
quartz,Jewel,1.2.2.5
ruby,Jewel,1.2.2.5
sapphire,Jewel,1.2.2.5
sardonyx,Jewel,1.2.2.5
topaz,Jewel,1.2.2.5
precious,Jewel,1.2.2.5
semiprecious,Jewel,1.2.2.5
facet,Jewel,1.2.2.5
glitter,Jewel,1.2.2.5
sparkle,Jewel,1.2.2.5
lustrous,Jewel,1.2.2.5
substance,"Substance, matter",1.2.2
stuff,"Substance, matter",1.2.2
matter,"Substance, matter",1.2.2
material,"Substance, matter",1.2.2
natural resources,"Substance, matter",1.2.2
raw materials,"Substance, matter",1.2.2
chemistry,"Substance, matter",1.2.2
liquid,Liquid,1.2.3.1
fluid,Liquid,1.2.3.1
moisture,Liquid,1.2.3.1
liquid (adj),Liquid,1.2.3.1
molten,Liquid,1.2.3.1
liquid (state),Liquid,1.2.3.1
juicy,Liquid,1.2.3.1
wet,Liquid,1.2.3.1
thick,Liquid,1.2.3.1
stiff,Liquid,1.2.3.1
creamy,Liquid,1.2.3.1
smooth,Liquid,1.2.3.1
lumpy,Liquid,1.2.3.1
viscid,Liquid,1.2.3.1
viscous,Liquid,1.2.3.1
paste,Liquid,1.2.3.1
concentrated,Liquid,1.2.3.1
thicken,Liquid,1.2.3.1
concentrate,Liquid,1.2.3.1
thicken,Liquid,1.2.3.1
get thicker,Liquid,1.2.3.1
set,Liquid,1.2.3.1
congeal,Liquid,1.2.3.1
clot,Liquid,1.2.3.1
thickness,Liquid,1.2.3.1
consistency,Liquid,1.2.3.1
viscosity,Liquid,1.2.3.1
fluid,Liquid,1.2.3.1
watery,Liquid,1.2.3.1
thin,Liquid,1.2.3.1
runny,Liquid,1.2.3.1
diluted,Liquid,1.2.3.1
dilute,Liquid,1.2.3.1
surface,Liquid,1.2.3.1
skin,Liquid,1.2.3.1
scum,Liquid,1.2.3.1
crust,Liquid,1.2.3.1
slime,Liquid,1.2.3.1
slimy,Liquid,1.2.3.1
skim,Liquid,1.2.3.1
lumpy,Liquid,1.2.3.1
smooth,Liquid,1.2.3.1
bubble (n),Liquid,1.2.3.1
bubble (v),Liquid,1.2.3.1
bubbly,Liquid,1.2.3.1
suds,Liquid,1.2.3.1
foam,Liquid,1.2.3.1
oil,Oil,1.2.3.2
grease,Oil,1.2.3.2
lubricant,Oil,1.2.3.2
petroleum,Oil,1.2.3.2
petrol,Oil,1.2.3.2
gasoline,Oil,1.2.3.2
gas,Oil,1.2.3.2
diesel,Oil,1.2.3.2
kerosene,Oil,1.2.3.2
paraffin,Oil,1.2.3.2
crude oil,Oil,1.2.3.2
mineral oil,Oil,1.2.3.2
ointment,Oil,1.2.3.2
liniment,Oil,1.2.3.2
lotion,Oil,1.2.3.2
Vaseline,Oil,1.2.3.2
glycerin,Oil,1.2.3.2
vegetable oil,Oil,1.2.3.2
cream,Oil,1.2.3.2
lard,Oil,1.2.3.2
fat,Oil,1.2.3.2
wax,Oil,1.2.3.2
tallow,Oil,1.2.3.2
beeswax,Oil,1.2.3.2
soap,Oil,1.2.3.2
oily,Oil,1.2.3.2
greasy,Oil,1.2.3.2
slippery,Oil,1.2.3.2
slick,Oil,1.2.3.2
slimy,Oil,1.2.3.2
smooth,Oil,1.2.3.2
lubricating,Oil,1.2.3.2
fatty,Oil,1.2.3.2
gummy,Oil,1.2.3.2
mucous,Oil,1.2.3.2
soapy,Oil,1.2.3.2
drop of oil,Oil,1.2.3.2
oil slick,Oil,1.2.3.2
blob,Oil,1.2.3.2
glob,Oil,1.2.3.2
soap (v),Oil,1.2.3.2
lubricate,Oil,1.2.3.2
lubrication,Oil,1.2.3.2
lube,Oil,1.2.3.2
oil (v),Oil,1.2.3.2
anoint,Oil,1.2.3.2
rub,Oil,1.2.3.2
salve,Oil,1.2.3.2
slick,Oil,1.2.3.2
smear,Oil,1.2.3.2
grease (v),Oil,1.2.3.2
gas,Gas,1.2.3.3
gaseous,Gas,1.2.3.3
vapor,Gas,1.2.3.3
mist,Gas,1.2.3.3
air,Gas,1.2.3.3
fume,Gas,1.2.3.3
steam,Gas,1.2.3.3
steamy,Gas,1.2.3.3
cloud (of gas),Gas,1.2.3.3
plume (of steam),Gas,1.2.3.3
natural gas,Gas,1.2.3.3
oxygen,Gas,1.2.3.3
carbon dioxide,Gas,1.2.3.3
ozone,Gas,1.2.3.3
hydrogen,Gas,1.2.3.3
nitrogen,Gas,1.2.3.3
helium,Gas,1.2.3.3
neon,Gas,1.2.3.3
noxious (fumes),Gas,1.2.3.3
poisonous gas,Gas,1.2.3.3
produce gas,Gas,1.2.3.3
give off fumes,Gas,1.2.3.3
spread,Gas,1.2.3.3
drift,Gas,1.2.3.3
creep along the ground,Gas,1.2.3.3
vapor trail,Gas,1.2.3.3
rise,Gas,1.2.3.3
solid,"Solid, liquid, gas",1.2.3
liquid,"Solid, liquid, gas",1.2.3
gas,"Solid, liquid, gas",1.2.3
ice,"Solid, liquid, gas",1.2.3
water,"Solid, liquid, gas",1.2.3
steam,"Solid, liquid, gas",1.2.3
melt,"Solid, liquid, gas",1.2.3
melted,"Solid, liquid, gas",1.2.3
melt down,"Solid, liquid, gas",1.2.3
molten,"Solid, liquid, gas",1.2.3
thaw,"Solid, liquid, gas",1.2.3
liquefy,"Solid, liquid, gas",1.2.3
soften,"Solid, liquid, gas",1.2.3
dissolve,"Solid, liquid, gas",1.2.3
soluble,"Solid, liquid, gas",1.2.3
solidify,"Solid, liquid, gas",1.2.3
harden,"Solid, liquid, gas",1.2.3
dry,"Solid, liquid, gas",1.2.3
bake,"Solid, liquid, gas",1.2.3
freeze,"Solid, liquid, gas",1.2.3
thicken,"Solid, liquid, gas",1.2.3
stiffen,"Solid, liquid, gas",1.2.3
set,"Solid, liquid, gas",1.2.3
jell,"Solid, liquid, gas",1.2.3
gel,"Solid, liquid, gas",1.2.3
clot,"Solid, liquid, gas",1.2.3
coagulate,"Solid, liquid, gas",1.2.3
coagulation,"Solid, liquid, gas",1.2.3
congeal,"Solid, liquid, gas",1.2.3
crystallize,"Solid, liquid, gas",1.2.3
crystallization,"Solid, liquid, gas",1.2.3
precipitate,"Solid, liquid, gas",1.2.3
precipitation,"Solid, liquid, gas",1.2.3
curdle,"Solid, liquid, gas",1.2.3
condense,"Solid, liquid, gas",1.2.3
condensation,"Solid, liquid, gas",1.2.3
dew,"Solid, liquid, gas",1.2.3
distill,"Solid, liquid, gas",1.2.3
boil,"Solid, liquid, gas",1.2.3
evaporate,"Solid, liquid, gas",1.2.3
evaporation,"Solid, liquid, gas",1.2.3
vaporize,"Solid, liquid, gas",1.2.3
steam,"Solid, liquid, gas",1.2.3
melting point,"Solid, liquid, gas",1.2.3
freezing point,"Solid, liquid, gas",1.2.3
dew point,"Solid, liquid, gas",1.2.3
boiling point,"Solid, liquid, gas",1.2.3
the world,World,1.2
earth,World,1.2
the Earth,World,1.2
the globe,World,1.2
the planet,World,1.2
earthly,World,1.2
terrestrial,World,1.2
world (adj),World,1.2
global,World,1.2
worldwide,World,1.2
universal,World,1.2
the whole world,World,1.2
the entire earth,World,1.2
all over the world,World,1.2
round the world,World,1.2
hemisphere,World,1.2
North Pole,World,1.2
South Pole,World,1.2
pole,World,1.2
polar,World,1.2
polar cap,World,1.2
equator,World,1.2
tropics,World,1.2
tropical,World,1.2
continent,World,1.2
time zone,World,1.2
the Third World,World,1.2
the West,World,1.2
the East,World,1.2
Orient,World,1.2
geography,World,1.2
geographical,World,1.2
geographer,World,1.2
geology,World,1.2
ocean,"Ocean, lake",1.3.1.1
sea,"Ocean, lake",1.3.1.1
lake,"Ocean, lake",1.3.1.1
pond,"Ocean, lake",1.3.1.1
pool,"Ocean, lake",1.3.1.1
puddle,"Ocean, lake",1.3.1.1
wallow,"Ocean, lake",1.3.1.1
reservoir,"Ocean, lake",1.3.1.1
man-made lake,"Ocean, lake",1.3.1.1
catchment area,"Ocean, lake",1.3.1.1
surface,"Ocean, lake",1.3.1.1
bottom,"Ocean, lake",1.3.1.1
abyssal depths,"Ocean, lake",1.3.1.1
abyssal plain,"Ocean, lake",1.3.1.1
thermal layer,"Ocean, lake",1.3.1.1
seamount,"Ocean, lake",1.3.1.1
continental shelf,"Ocean, lake",1.3.1.1
shallows,"Ocean, lake",1.3.1.1
the depths,"Ocean, lake",1.3.1.1
the deep,"Ocean, lake",1.3.1.1
open sea,"Ocean, lake",1.3.1.1
oceanography,"Ocean, lake",1.3.1.1
swamp,Swamp,1.3.1.2
swampland,Swamp,1.3.1.2
wetland,Swamp,1.3.1.2
marsh,Swamp,1.3.1.2
marshland,Swamp,1.3.1.2
bog,Swamp,1.3.1.2
delta,Swamp,1.3.1.2
estuary,Swamp,1.3.1.2
bayou,Swamp,1.3.1.2
morass,Swamp,1.3.1.2
swampy,Swamp,1.3.1.2
marshy,Swamp,1.3.1.2
boggy,Swamp,1.3.1.2
get bogged down,Swamp,1.3.1.2
sink,Swamp,1.3.1.2
river,River,1.3.1.3
stream,River,1.3.1.3
streamlet,River,1.3.1.3
creek,River,1.3.1.3
brook,River,1.3.1.3
brooklet,River,1.3.1.3
rill,River,1.3.1.3
rivulet,River,1.3.1.3
flood,River,1.3.1.3
torrent,River,1.3.1.3
flash flood,River,1.3.1.3
freshet,River,1.3.1.3
swell,River,1.3.1.3
surge,River,1.3.1.3
overflow its banks,River,1.3.1.3
flood,River,1.3.1.3
deluge,River,1.3.1.3
branch,River,1.3.1.3
confluence,River,1.3.1.3
fork,River,1.3.1.3
tributary,River,1.3.1.3
waterfall,River,1.3.1.3
falls,River,1.3.1.3
rapids,River,1.3.1.3
cascade,River,1.3.1.3
cataract,River,1.3.1.3
spillway,River,1.3.1.3
race,River,1.3.1.3
source,River,1.3.1.3
head,River,1.3.1.3
headwaters,River,1.3.1.3
mouth,River,1.3.1.3
upstream,River,1.3.1.3
downstream,River,1.3.1.3
bend,River,1.3.1.3
whirlpool,River,1.3.1.3
eddy,River,1.3.1.3
river bottom,River,1.3.1.3
riverbed,River,1.3.1.3
backwater,River,1.3.1.3
narrows,River,1.3.1.3
oxbow,River,1.3.1.3
watercourse,River,1.3.1.3
dry riverbed,River,1.3.1.3
wash,River,1.3.1.3
arroyo,River,1.3.1.3
wadi,River,1.3.1.3
canal,River,1.3.1.3
bridge,River,1.3.1.3
ford,River,1.3.1.3
flotsam,River,1.3.1.3
snag,River,1.3.1.3
logjam,River,1.3.1.3
sandbar,River,1.3.1.3
delta,River,1.3.1.3
alluvium,River,1.3.1.3
alluvial,River,1.3.1.3
silt,River,1.3.1.3
watershed,River,1.3.1.3
basin,River,1.3.1.3
current,River,1.3.1.3
flow,River,1.3.1.3
spring,"Spring, well",1.3.1.4
water source,"Spring, well",1.3.1.4
water supply,"Spring, well",1.3.1.4
well,"Spring, well",1.3.1.4
artesian well,"Spring, well",1.3.1.4
water hole,"Spring, well",1.3.1.4
bore hole,"Spring, well",1.3.1.4
fountain,"Spring, well",1.3.1.4
fountainhead,"Spring, well",1.3.1.4
spring up,"Spring, well",1.3.1.4
well up,"Spring, well",1.3.1.4
bubble up,"Spring, well",1.3.1.4
flow out of,"Spring, well",1.3.1.4
land (and sea),"Island, shore",1.3.1.5
dry land,"Island, shore",1.3.1.5
mainland,"Island, shore",1.3.1.5
continent,"Island, shore",1.3.1.5
inland,"Island, shore",1.3.1.5
interior,"Island, shore",1.3.1.5
terrestrial,"Island, shore",1.3.1.5
island,"Island, shore",1.3.1.5
isle,"Island, shore",1.3.1.5
islet,"Island, shore",1.3.1.5
archipelago,"Island, shore",1.3.1.5
atoll,"Island, shore",1.3.1.5
key,"Island, shore",1.3.1.5
shore,"Island, shore",1.3.1.5
beach,"Island, shore",1.3.1.5
coast,"Island, shore",1.3.1.5
coastal,"Island, shore",1.3.1.5
coastland,"Island, shore",1.3.1.5
seaboard,"Island, shore",1.3.1.5
seashore,"Island, shore",1.3.1.5
shoreline,"Island, shore",1.3.1.5
foreshore,"Island, shore",1.3.1.5
edge,"Island, shore",1.3.1.5
strand,"Island, shore",1.3.1.5
reef,"Island, shore",1.3.1.5
coral reef,"Island, shore",1.3.1.5
water-front,"Island, shore",1.3.1.5
strip,"Island, shore",1.3.1.5
bay,"Island, shore",1.3.1.5
gulf,"Island, shore",1.3.1.5
cove,"Island, shore",1.3.1.5
fjord,"Island, shore",1.3.1.5
harbor,"Island, shore",1.3.1.5
inlet,"Island, shore",1.3.1.5
lagoon,"Island, shore",1.3.1.5
sound,"Island, shore",1.3.1.5
strait,"Island, shore",1.3.1.5
port,"Island, shore",1.3.1.5
peninsula,"Island, shore",1.3.1.5
promontory,"Island, shore",1.3.1.5
cape,"Island, shore",1.3.1.5
bank,"Island, shore",1.3.1.5
riverbank,"Island, shore",1.3.1.5
levee,"Island, shore",1.3.1.5
sandbar,"Island, shore",1.3.1.5
embankment,"Island, shore",1.3.1.5
seaside,"Island, shore",1.3.1.5
beachfront,"Island, shore",1.3.1.5
lakeside,"Island, shore",1.3.1.5
bordering,"Island, shore",1.3.1.5
shallows,"Island, shore",1.3.1.5
shoal,"Island, shore",1.3.1.5
body of water,Bodies of water,1.3.1
hydrosphere,Bodies of water,1.3.1
marine,Bodies of water,1.3.1
oceanic,Bodies of water,1.3.1
riverine,Bodies of water,1.3.1
flow,Flow,1.3.2.1
run,Flow,1.3.2.1
stream,Flow,1.3.2.1
current,Flow,1.3.2.1
rise,Flow,1.3.2.1
fall,Flow,1.3.2.1
flood,Flow,1.3.2.1
overflow,Flow,1.3.2.1
to wind,Flow,1.3.2.1
meander,Flow,1.3.2.1
erode,Flow,1.3.2.1
split,Flow,1.3.2.1
merge,Flow,1.3.2.1
roil,Flow,1.3.2.1
surge,Flow,1.3.2.1
torrent,Flow,1.3.2.1
trickle,Flow,1.3.2.1
effluence,Flow,1.3.2.1
spread,Flow,1.3.2.1
permeate,Flow,1.3.2.1
flow,Flow,1.3.2.1
current,Flow,1.3.2.1
whirlpool,Flow,1.3.2.1
erosion,Flow,1.3.2.1
erode,Flow,1.3.2.1
eroded,Flow,1.3.2.1
wash away,Flow,1.3.2.1
silt,Flow,1.3.2.1
silt up,Flow,1.3.2.1
deposit,Flow,1.3.2.1
settle,Flow,1.3.2.1
drain,Flow,1.3.2.1
bleed,Flow,1.3.2.1
discharge,Flow,1.3.2.1
draw off,Flow,1.3.2.1
empty,Flow,1.3.2.1
leak,Flow,1.3.2.1
ooze,Flow,1.3.2.1
strain,Flow,1.3.2.1
pour,Pour,1.3.2.2
come out,Pour,1.3.2.2
flow,Pour,1.3.2.2
drip,Pour,1.3.2.2
leak,Pour,1.3.2.2
ooze,Pour,1.3.2.2
gush,Pour,1.3.2.2
spurt,Pour,1.3.2.2
squirt,Pour,1.3.2.2
pour,Pour,1.3.2.2
tip,Pour,1.3.2.2
sprinkle,Pour,1.3.2.2
empty,Pour,1.3.2.2
spill,Pour,1.3.2.2
decant,Pour,1.3.2.2
water (v),Pour,1.3.2.2
add water,Pour,1.3.2.2
put water on,Pour,1.3.2.2
sprinkle (with water),Pour,1.3.2.2
splash (water on),Pour,1.3.2.2
spray (water on),Pour,1.3.2.2
drizzle,Pour,1.3.2.2
spatter,Pour,1.3.2.2
splatter,Pour,1.3.2.2
squirt,Pour,1.3.2.2
pour (out),Pour,1.3.2.2
empty (v),Pour,1.3.2.2
dump (out),Pour,1.3.2.2
douse,Pour,1.3.2.2
drench,Pour,1.3.2.2
pump,Pour,1.3.2.2
spill,Pour,1.3.2.2
inject,Pour,1.3.2.2
drop (of water/blood),Drip,1.3.2.3
droplet,Drip,1.3.2.3
a drip,Drip,1.3.2.3
drip,Drip,1.3.2.3
drip on,Drip,1.3.2.3
fall to the ground,Drip,1.3.2.3
splash on,Drip,1.3.2.3
hit,Drip,1.3.2.3
splatter,Drip,1.3.2.3
sprinkle,Drip,1.3.2.3
dripping (of water),Drip,1.3.2.3
steady drip,Drip,1.3.2.3
drip-drip (of water),Drip,1.3.2.3
wave,Wave,1.3.2.4
ripple,Wave,1.3.2.4
swell,Wave,1.3.2.4
breaker,Wave,1.3.2.4
billow,Wave,1.3.2.4
surf,Wave,1.3.2.4
tidal wave,Wave,1.3.2.4
tsunami,Wave,1.3.2.4
crest,Wave,1.3.2.4
trough,Wave,1.3.2.4
curl,Wave,1.3.2.4
foam,Wave,1.3.2.4
surge,Wave,1.3.2.4
move,Wave,1.3.2.4
come roaring down on,Wave,1.3.2.4
race before the wind,Wave,1.3.2.4
wave pattern,Wave,1.3.2.4
violence of the waves,Wave,1.3.2.4
undertow,Wave,1.3.2.4
toss,Wave,1.3.2.4
hit the shore,Wave,1.3.2.4
break on the shore/rocks,Wave,1.3.2.4
break against,Wave,1.3.2.4
break over,Wave,1.3.2.4
crash against,Wave,1.3.2.4
crash down on,Wave,1.3.2.4
lap against,Wave,1.3.2.4
wash against the shore,Wave,1.3.2.4
gentle wash of the waves,Wave,1.3.2.4
swell,Wave,1.3.2.4
mount up,Wave,1.3.2.4
pile up,Wave,1.3.2.4
rise and fall,Wave,1.3.2.4
curl,Wave,1.3.2.4
wash up on shore,Wave,1.3.2.4
wash out to sea,Wave,1.3.2.4
